Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[read1 file]	Comment[read2 file]	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S20_L002	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S20_L002_R1_001.fastq.gz	UC-2915-Sample5_S20_L002_R1_001.fastq.gz	ERR6131727	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131727/ERR6131727_1.fastq.gzUC-2915-Sample5_S20_L002_R1_001.fastq.gz	UC-2915-Sample5_S20_L002_R1_001.fastq.gz	UC-2915-Sample5_S20_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S20_L002	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S20_L002_R2_001.fastq.gz	UC-2915-Sample5_S20_L002_R2_001.fastq.gz	ERR6131727	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131727/ERR6131727_2.fastq.gzUC-2915-Sample5_S20_L002_R2_001.fastq.gz	UC-2915-Sample5_S20_L002_R1_001.fastq.gz	UC-2915-Sample5_S20_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S21_L001	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S21_L001_R1_001.fastq.gz	UC-2915-Sample6_S21_L001_R1_001.fastq.gz	ERR6131728	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131728/ERR6131728_1.fastq.gzUC-2915-Sample6_S21_L001_R1_001.fastq.gz	UC-2915-Sample6_S21_L001_R1_001.fastq.gz	UC-2915-Sample6_S21_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S21_L001	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S21_L001_R2_001.fastq.gz	UC-2915-Sample6_S21_L001_R2_001.fastq.gz	ERR6131728	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131728/ERR6131728_2.fastq.gzUC-2915-Sample6_S21_L001_R2_001.fastq.gz	UC-2915-Sample6_S21_L001_R1_001.fastq.gz	UC-2915-Sample6_S21_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S21_L002	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S21_L002_R1_001.fastq.gz	UC-2915-Sample6_S21_L002_R1_001.fastq.gz	ERR6131729	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131729/ERR6131729_1.fastq.gzUC-2915-Sample6_S21_L002_R1_001.fastq.gz	UC-2915-Sample6_S21_L002_R1_001.fastq.gz	UC-2915-Sample6_S21_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S21_L002	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S21_L002_R2_001.fastq.gz	UC-2915-Sample6_S21_L002_R2_001.fastq.gz	ERR6131729	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131729/ERR6131729_2.fastq.gzUC-2915-Sample6_S21_L002_R2_001.fastq.gz	UC-2915-Sample6_S21_L002_R1_001.fastq.gz	UC-2915-Sample6_S21_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S22_L001	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S22_L001_R1_001.fastq.gz	UC-2915-Sample6_S22_L001_R1_001.fastq.gz	ERR6131730	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131730/ERR6131730_1.fastq.gzUC-2915-Sample6_S22_L001_R1_001.fastq.gz	UC-2915-Sample6_S22_L001_R1_001.fastq.gz	UC-2915-Sample6_S22_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S22_L001	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S22_L001_R2_001.fastq.gz	UC-2915-Sample6_S22_L001_R2_001.fastq.gz	ERR6131730	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131730/ERR6131730_2.fastq.gzUC-2915-Sample6_S22_L001_R2_001.fastq.gz	UC-2915-Sample6_S22_L001_R1_001.fastq.gz	UC-2915-Sample6_S22_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S22_L002	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S22_L002_R1_001.fastq.gz	UC-2915-Sample6_S22_L002_R1_001.fastq.gz	ERR6131731	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131731/ERR6131731_1.fastq.gzUC-2915-Sample6_S22_L002_R1_001.fastq.gz	UC-2915-Sample6_S22_L002_R1_001.fastq.gz	UC-2915-Sample6_S22_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S22_L002	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S22_L002_R2_001.fastq.gz	UC-2915-Sample6_S22_L002_R2_001.fastq.gz	ERR6131731	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131731/ERR6131731_2.fastq.gzUC-2915-Sample6_S22_L002_R2_001.fastq.gz	UC-2915-Sample6_S22_L002_R1_001.fastq.gz	UC-2915-Sample6_S22_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S23_L001	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S23_L001_R1_001.fastq.gz	UC-2915-Sample6_S23_L001_R1_001.fastq.gz	ERR6131732	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131732/ERR6131732_1.fastq.gzUC-2915-Sample6_S23_L001_R1_001.fastq.gz	UC-2915-Sample6_S23_L001_R1_001.fastq.gz	UC-2915-Sample6_S23_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S23_L001	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S23_L001_R2_001.fastq.gz	UC-2915-Sample6_S23_L001_R2_001.fastq.gz	ERR6131732	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131732/ERR6131732_2.fastq.gzUC-2915-Sample6_S23_L001_R2_001.fastq.gz	UC-2915-Sample6_S23_L001_R1_001.fastq.gz	UC-2915-Sample6_S23_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S23_L002	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S23_L002_R1_001.fastq.gz	UC-2915-Sample6_S23_L002_R1_001.fastq.gz	ERR6131733	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131733/ERR6131733_1.fastq.gzUC-2915-Sample6_S23_L002_R1_001.fastq.gz	UC-2915-Sample6_S23_L002_R1_001.fastq.gz	UC-2915-Sample6_S23_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S23_L002	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S23_L002_R2_001.fastq.gz	UC-2915-Sample6_S23_L002_R2_001.fastq.gz	ERR6131733	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131733/ERR6131733_2.fastq.gzUC-2915-Sample6_S23_L002_R2_001.fastq.gz	UC-2915-Sample6_S23_L002_R1_001.fastq.gz	UC-2915-Sample6_S23_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S24_L001	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S24_L001_R1_001.fastq.gz	UC-2915-Sample6_S24_L001_R1_001.fastq.gz	ERR6131734	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131734/ERR6131734_1.fastq.gzUC-2915-Sample6_S24_L001_R1_001.fastq.gz	UC-2915-Sample6_S24_L001_R1_001.fastq.gz	UC-2915-Sample6_S24_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S24_L001	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S24_L001_R2_001.fastq.gz	UC-2915-Sample6_S24_L001_R2_001.fastq.gz	ERR6131734	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131734/ERR6131734_2.fastq.gzUC-2915-Sample6_S24_L001_R2_001.fastq.gz	UC-2915-Sample6_S24_L001_R1_001.fastq.gz	UC-2915-Sample6_S24_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S24_L002	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S24_L002_R1_001.fastq.gz	UC-2915-Sample6_S24_L002_R1_001.fastq.gz	ERR6131735	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131735/ERR6131735_1.fastq.gzUC-2915-Sample6_S24_L002_R1_001.fastq.gz	UC-2915-Sample6_S24_L002_R1_001.fastq.gz	UC-2915-Sample6_S24_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 6	ERS7007754	SAMEA9273533	Homo sapiens	sample6	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 6	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	WXS	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample6_S24_L002	group 6	sequencing assay	ERX5768858	UC-2915-Sample6_S24_L002_R2_001.fastq.gz	UC-2915-Sample6_S24_L002_R2_001.fastq.gz	ERR6131735	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131735/ERR6131735_2.fastq.gzUC-2915-Sample6_S24_L002_R2_001.fastq.gz	UC-2915-Sample6_S24_L002_R1_001.fastq.gz	UC-2915-Sample6_S24_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S25_L001	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S25_L001_R1_001.fastq.gz	UC-2915-Sample7_S25_L001_R1_001.fastq.gz	ERR6131736	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131736/ERR6131736_1.fastq.gzUC-2915-Sample7_S25_L001_R1_001.fastq.gz	UC-2915-Sample7_S25_L001_R1_001.fastq.gz	UC-2915-Sample7_S25_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S25_L001	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S25_L001_R2_001.fastq.gz	UC-2915-Sample7_S25_L001_R2_001.fastq.gz	ERR6131736	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131736/ERR6131736_2.fastq.gzUC-2915-Sample7_S25_L001_R2_001.fastq.gz	UC-2915-Sample7_S25_L001_R1_001.fastq.gz	UC-2915-Sample7_S25_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S25_L002	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S25_L002_R1_001.fastq.gz	UC-2915-Sample7_S25_L002_R1_001.fastq.gz	ERR6131737	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131737/ERR6131737_1.fastq.gzUC-2915-Sample7_S25_L002_R1_001.fastq.gz	UC-2915-Sample7_S25_L002_R1_001.fastq.gz	UC-2915-Sample7_S25_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S25_L002	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S25_L002_R2_001.fastq.gz	UC-2915-Sample7_S25_L002_R2_001.fastq.gz	ERR6131737	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131737/ERR6131737_2.fastq.gzUC-2915-Sample7_S25_L002_R2_001.fastq.gz	UC-2915-Sample7_S25_L002_R1_001.fastq.gz	UC-2915-Sample7_S25_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S26_L001	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S26_L001_R1_001.fastq.gz	UC-2915-Sample7_S26_L001_R1_001.fastq.gz	ERR6131738	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131738/ERR6131738_1.fastq.gzUC-2915-Sample7_S26_L001_R1_001.fastq.gz	UC-2915-Sample7_S26_L001_R1_001.fastq.gz	UC-2915-Sample7_S26_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S26_L001	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S26_L001_R2_001.fastq.gz	UC-2915-Sample7_S26_L001_R2_001.fastq.gz	ERR6131738	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131738/ERR6131738_2.fastq.gzUC-2915-Sample7_S26_L001_R2_001.fastq.gz	UC-2915-Sample7_S26_L001_R1_001.fastq.gz	UC-2915-Sample7_S26_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S26_L002	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S26_L002_R1_001.fastq.gz	UC-2915-Sample7_S26_L002_R1_001.fastq.gz	ERR6131739	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131739/ERR6131739_1.fastq.gzUC-2915-Sample7_S26_L002_R1_001.fastq.gz	UC-2915-Sample7_S26_L002_R1_001.fastq.gz	UC-2915-Sample7_S26_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
